,PLOTNO,MONTH,YEAR,SPPNO,RAINTRT,DISPERSION,BLOCK,SUBBLOCK,DISPERSION.FOURLEVELS,FLUX.umolCO2.m2.s,FLUX.mgCO2C.m2.h,Exp.R2,Moisture.Calc,Moisture.Calc2,VWC.perc,VWC.perc2,Temp.C,PROPTOTPLOT,DryWt.g.m2,lnRootBiomass,MB.mg.gdw
167,50,6,2020,1,150,UNDER,EAST,B,AST,4.68,202.176,0.9799,19.80868,392.3838033,NA,NA,NA,0.4,169.2846096,5.131581379,4.26286685
168,51,6,2020,2,150,UNDER,EAST,B,AST,3.12,134.784,0.9972,17.96606,322.7793119,NA,NA,NA,0.15,49.82054832,3.908427516,4.257053393
169,52,6,2020,3,150,OVER,EAST,B,OVER,24.24,1047.168,0.9763,20.52004,421.0720416,NA,NA,NA,0.61,41.22474949,3.719038792,2.749393364
170,53,6,2020,1,150,UNDER,EAST,B,POA,7.82,337.824,0.9873,19.61602,384.7882406,NA,NA,NA,0.15,193.3177614,5.264335267,4.758208354
171,54,6,2020,1,150,UNDER,EAST,B,FAB,3.04,131.328,0.9624,17.724,314.140176,NA,NA,NA,0.04,147.3565514,4.99285517,5.494443904
172,55,6,2020,3,150,UNDER,EAST,B,AST,12.51,540.432,0.9854,19.50734,380.5363139,NA,NA,NA,0.58,137.1819323,4.921308018,6.743222855
173,56,6,2020,1,150,UNDER,EAST,B,FAB,4.3,185.76,0.9909,20.47558,419.2493763,NA,NA,NA,0.2,66.66129704,4.19962453,6.220800105
174,57,6,2020,5,150,UNDER,EAST,B,POA,11.26,486.432,0.9693,21.86372,478.0222522,NA,NA,NA,0.93,336.8149745,5.819533742,4.870618981
175,58,6,2020,2,150,UNDER,EAST,B,FAB,1.86,80.352,0.9567,23.09378,533.3226747,NA,NA,NA,0.85,302.2563547,5.711275514,5.913960359
176,59,6,2020,3,150,UNDER,EAST,B,POA,12.11,523.152,0.9303,21.34502,455.6098788,NA,NA,NA,0.35,198.2296465,5.289426189,4.492095098
177,60,6,2020,6,150,OVER,EAST,B,OVER,14.4,622.08,0.9868,22.0218,484.9596752,NA,NA,NA,0.79,1121.488611,7.022412199,14.20542467
178,61,6,2020,1,50,UNDER,EAST,B,POA,13.37,577.584,0.9848,21.32032,454.5560449,NA,NA,NA,0.7,289.4503687,5.667983844,6.202495812
179,62,6,2020,2,50,OVER,EAST,B,OVER,11.51,497.232,0.9481,22.42688,502.9649465,NA,NA,NA,1.02,174.5473436,5.162196015,5.459609956
180,63,6,2020,1,50,UNDER,EAST,B,FAB,3.73,161.136,0.9923,21.29562,453.5034312,NA,NA,NA,0.45,93.85208926,4.541720024,3.915428214
181,64,6,2020,3,50,OVER,EAST,B,OVER,5.21,225.072,0.9861,22.19964,492.8240161,NA,NA,NA,0.9701,82.97577237,4.418548666,5.679626123
182,65,6,2020,1,50,UNDER,EAST,B,AST,3.48,150.336,0.986,24.05708,578.7430981,NA,NA,NA,0.9,501.7139725,6.218030181,5.179916464
183,66,6,2020,6,50,OVER,EAST,B,OVER,4.15,179.28,0.9789,22.20952,493.2627786,NA,NA,NA,0.5,270.1536775,5.598990973,11.0843911
184,67,6,2020,1,50,UNDER,EAST,B,POA,4.01,173.232,0.9904,21.77974,474.3570745,NA,NA,NA,0.5,652.5790132,6.480932225,5.497571566
185,68,6,2020,6,50,UNDER,EAST,B,AST,5.18,223.776,0.9871,22.0712,487.1378694,NA,NA,NA,0.735,959.9226774,6.866852737,7.21622185
186,69,6,2020,2,50,OVER,EAST,B,OVER,4.61,199.152,0.9821,23.94346,573.2892768,NA,NA,NA,0.65,807.3033921,6.693699548,7.242747712
187,70,6,2020,1,50,UNDER,EAST,B,AST,3.98,171.936,0.9882,25.45016,647.710644,NA,NA,NA,0.9,592.5838458,6.384492375,10.52819292
188,71,6,2020,2,50,UNDER,EAST,B,AST,4.17,180.144,0.978,23.4297,548.9508421,NA,NA,NA,NA,104.0267083,4.644647677,9.406513773
189,72,6,2020,3,50,OVER,EAST,B,OVER,4.6,198.72,0.9865,23.6767,560.5861229,NA,NA,NA,0.405,321.0267726,5.771524523,11.36666694
190,73,6,2020,1,50,UNDER,EAST,B,POA,5.91,255.312,0.9779,22.48616,505.6273915,NA,NA,NA,0.4,1526.543702,7.330761441,5.374831346
191,74,6,2020,1,50,UNDER,EAST,B,FAB,1.96,84.672,0.9866,22.60966,511.1967253,NA,NA,NA,0.05,72.27487995,4.280476627,7.347586369
192,75,6,2020,3,50,UNDER,EAST,B,AST,5.87,253.584,0.9804,23.95334,573.7624972,NA,NA,NA,0.7,19.64754018,2.977952149,6.244757455
193,76,6,2020,1,50,UNDER,EAST,B,FAB,4.03,174.096,0.9781,23.00486,529.2235836,NA,NA,NA,0.4,100.16737,4.606842487,9.55347399
194,77,6,2020,5,50,UNDER,EAST,B,POA,4.78,206.496,0.9704,22.6393,512.5379045,NA,NA,NA,0.74,1031.846708,6.939105396,7.346177648
195,78,6,2020,2,50,UNDER,EAST,B,FAB,5.21,225.072,0.9841,24.90676,620.3466937,NA,NA,NA,0.77,1468.478204,7.291981908,5.661529838
196,79,6,2020,3,50,UNDER,EAST,B,POA,5.45,235.44,0.9333,24.66964,608.5911377,NA,NA,NA,0.245,159.9871129,5.075093268,6.580484247
197,80,6,2020,6,50,OVER,EAST,B,OVER,5.32,229.824,0.9822,25.27232,638.6901582,NA,NA,NA,0.87,135.0768387,4.905843792,10.45161799
198,81,6,2020,6,50,OVER,EAST,C,OVER,3.04,131.328,0.9991,NA,NA,NA,NA,NA,0.425,284.1876348,5.649634706,6.302988591
199,82,6,2020,6,50,OVER,EAST,C,OVER,4.01,173.232,0.9994,NA,NA,NA,NA,NA,1.01,149.9879183,5.010554746,7.72899702
200,83,6,2020,1,50,UNDER,EAST,C,FAB,8.21,354.672,0.8146,NA,NA,NA,NA,NA,0.65,101.2199168,4.617295544,3.924863124
201,84,6,2020,2,50,UNDER,EAST,C,POA,2.26,97.632,0.998,NA,NA,NA,NA,NA,0.08,6.315280772,1.842972216,5.265184073
202,85,6,2020,3,50,OVER,EAST,C,OVER,4.15,179.28,0.9996,NA,NA,NA,NA,NA,0.52,795.7253773,6.679254123,5.96196869
203,86,6,2020,2,50,UNDER,EAST,C,POA,4.48,193.536,0.9996,NA,NA,NA,NA,NA,0.45,275.4164115,5.618284176,6.830299365
204,87,6,2020,5,50,UNDER,EAST,C,POA,3.21,138.672,0.9995,NA,NA,NA,NA,NA,0.355,462.5943166,6.136850464,6.162209364
205,88,6,2020,2,50,UNDER,EAST,C,AST,3.65,157.68,0.9995,NA,NA,NA,NA,NA,0.85,630.6509549,6.446752548,6.702686463
206,89,6,2020,3,50,OVER,EAST,C,OVER,4.04,174.528,0.9997,NA,NA,NA,NA,NA,0.3,142.6200908,4.960184387,4.279626123
207,90,6,2020,3,50,UNDER,EAST,C,FAB,2.22,95.904,0.9987,NA,NA,NA,NA,NA,0.81,182.7922935,5.2083505,6.726834286
208,92,6,2020,2,50,OVER,EAST,C,OVER,4.02,173.664,0.9997,NA,NA,NA,NA,NA,0.55,141.7429684,4.954015336,4.882876427
209,93,6,2020,1,50,UNDER,EAST,C,AST,2.78,120.096,0.9995,NA,NA,NA,NA,NA,0.55,639.9484516,6.461387629,5.95998973
210,94,6,2020,2,50,OVER,EAST,C,OVER,3.17,136.944,0.9991,NA,NA,NA,NA,NA,1.19,798.3567443,6.682555546,11.07536705
211,95,6,2020,1,50,UNDER,EAST,C,AST,2.12,91.584,0.9981,NA,NA,NA,NA,NA,0.07,563.4633845,6.334102353,6.082918388
212,96,6,2020,2,50,UNDER,EAST,C,FAB,2.54,109.728,0.9995,NA,NA,NA,NA,NA,NA,169.9863075,5.13571789,5.747934507
213,97,6,2020,6,50,UNDER,EAST,C,FAB,3.12,134.784,0.9994,NA,NA,NA,NA,NA,1.3775,161.3905086,5.083826947,4.775193631
214,98,6,2020,1,50,UNDER,EAST,C,POA,2.19,94.608,0.9993,NA,NA,NA,NA,NA,0.1,191.9143657,5.257049261,6.880371032
215,99,6,2020,2,50,OVER,EAST,C,OVER,1.99,85.968,0.9989,NA,NA,NA,NA,NA,0.07,694.330036,6.542947404,5.926737751
216,100,6,2020,1,50,UNDER,EAST,C,FAB,4.76,205.632,0.9996,NA,NA,NA,NA,NA,0.95,171.2142787,5.142915864,4.526654408
217,101,6,2020,6,150,OVER,EAST,C,OVER,4.73,204.336,0.9996,NA,NA,NA,NA,NA,0.33,283.6613614,5.647781137,4.352007081
218,102,6,2020,6,150,OVER,EAST,C,OVER,9.69,418.608,0.9998,NA,NA,NA,NA,NA,0.415,186.3007828,5.227362479,7.454079216
219,103,6,2020,1,150,UNDER,EAST,C,FAB,5.63,243.216,0.9991,NA,NA,NA,NA,NA,0.42,71.22233316,4.265806437,5.805692491
220,104,6,2020,2,150,UNDER,EAST,C,POA,5.17,223.344,0.9996,NA,NA,NA,NA,NA,0.09,66.48587258,4.196989483,5.726141794
221,105,6,2020,3,150,OVER,EAST,C,OVER,8.41,363.312,0.9997,21.60684,466.8555348,NA,NA,NA,0.34,328.5700246,5.79474998,7.698399147
222,106,6,2020,2,150,UNDER,EAST,C,POA,20.799999,898.5599568,0.9997,19.44806,378.2270378,NA,NA,NA,0.4,71.22233316,4.265806437,9.012434212
223,107,6,2020,5,150,UNDER,EAST,C,POA,16.92,730.944,0.9998,19.82844,393.1670328,NA,NA,NA,0.53,142.9709397,4.962641391,8.480130905
224,108,6,2020,2,150,UNDER,EAST,C,AST,13.19,569.808,0.9997,NA,NA,NA,NA,NA,0.63,110.1665646,4.701993444,12.1095797
225,109,6,2020,3,150,OVER,EAST,C,OVER,3.38,146.016,0.9993,21.26104,452.0318219,NA,NA,NA,0.17,12.10428815,2.493559782,3.869459757
226,110,6,2020,3,150,UNDER,EAST,C,FAB,2.51,108.432,0.9994,21.2561,451.8217872,NA,NA,NA,0.635,65.78417471,4.186379303,4.653917161
227,112,6,2020,2,150,OVER,EAST,C,OVER,11.63,502.416,0.9997,22.0959,488.2287968,NA,NA,NA,0.225,54.73243336,4.002456465,4.231954269
228,113,6,2020,1,150,UNDER,EAST,C,AST,10.07,435.024,0.999,23.0345,530.5881903,NA,NA,NA,0.2,141.3921195,4.95153702,5.693502622
229,114,6,2020,2,150,OVER,EAST,C,OVER,2.48,107.136,0.9991,23.0098,529.450896,NA,NA,NA,0.85,381.0219399,5.942856959,8.195446534
230,115,6,2020,1,150,UNDER,EAST,C,AST,2.67,115.344,0.9995,21.09802,445.1264479,NA,NA,NA,0.15,54.90785783,4.005656468,6.217598179
231,116,6,2020,2,150,UNDER,EAST,C,FAB,2.97,128.304,0.9995,21.98228,483.220634,NA,NA,NA,0.91,84.3791681,4.435320548,5.051778596
232,117,6,2020,6,150,UNDER,EAST,C,FAB,6.13,264.816,0.9994,23.1333,535.1495689,NA,NA,NA,1.0125,144.5497599,4.973623807,6.575834403
233,118,6,2020,1,150,UNDER,EAST,C,POA,4.92,212.544,0.9992,22.79738,519.7205349,NA,NA,NA,0.07,89.29105314,4.491901294,4.934661616
234,119,6,2020,2,150,OVER,EAST,C,OVER,3.67,158.544,0.9995,22.47628,505.1831626,NA,NA,NA,0.12,181.0380488,5.198707224,6.912773943
235,120,6,2020,1,150,UNDER,EAST,C,FAB,4.15,179.28,0.9985,22.36266,500.0885623,NA,NA,NA,0.85,201.3872869,5.305229855,6.083659033
236,121,6,2020,6,150,UNDER,WEST,D,AST,6.82,294.624,0.9996,12.06276,145.5101788,NA,NA,NA,1.125,83.50204577,4.424871132,6.436150979
237,122,6,2020,1,150,UNDER,WEST,D,FAB,2.16,93.312,0.9616,10.30906,106.2767181,NA,NA,NA,0.3,56.48667802,4.034004823,3.98244634
238,123,6,2020,1,150,UNDER,WEST,D,FAB,5.17,223.344,0.9676,10.77836,116.1730443,NA,NA,NA,0.35,342.4285574,5.836063044,4.231336525
239,124,6,2020,2,150,UNDER,WEST,D,FAB,5.94,256.608,0.9822,11.38104,129.5280715,NA,NA,NA,0.18,47.71545473,3.865255344,3.990672935
240,125,6,2020,2,150,OVER,WEST,D,OVER,6.57,283.824,0.9495,13.58922,184.6669002,NA,NA,NA,0.17,39.1196559,3.666625049,4.265279048
241,126,6,2020,1,150,UNDER,WEST,D,AST,6.06,261.792,0.9955,13.38668,179.2032014,NA,NA,NA,0.45,36.48828891,3.596991357,4.63050791
242,127,6,2020,6,150,OVER,WEST,D,OVER,25.799999,1114.559957,0.9233,14.06346,197.7809072,NA,NA,NA,0.98,178.9329552,5.187011184,7.121874655
243,128,6,2020,5,150,OVER,WEST,D,OVER,10.6,457.92,0.9706,12.40856,153.9723613,NA,NA,NA,0.875,140.5149972,4.945314225,4.93320066
244,129,6,2020,3,150,UNDER,WEST,D,FAB,5.44,235.008,0.9926,13.84116,191.5777101,NA,NA,NA,0.475,44.55781434,3.796787545,4.329698854
245,130,6,2020,1,150,UNDER,WEST,D,AST,8.49,366.768,0.9911,13.9696,195.1497242,NA,NA,NA,0.3,55.25870676,4.012025916,5.158584225
246,131,6,2020,3,150,UNDER,WEST,D,AST,6.7,289.44,0.985,13.65344,186.4164238,NA,NA,NA,0.41,385.933825,5.955665917,5.569411306
247,132,6,2020,2,150,OVER,WEST,D,OVER,9.31,402.192,0.9897,13.525,182.925625,NA,NA,NA,0.6,48.76800152,3.887074391,3.78883657
248,133,6,2020,2,150,OVER,WEST,D,OVER,8.76,378.432,0.9944,14.8588,220.7839374,NA,NA,NA,0.35,67.01214597,4.204873886,4.606140613
249,134,6,2020,2,150,OVER,WEST,D,OVER,13.45,581.04,0.9247,14.69578,215.9659498,NA,NA,NA,0.95,57.53922482,4.052466886,3.924894923
250,135,6,2020,2,150,UNDER,WEST,D,AST,3.54,152.928,0.9844,14.03876,197.0867823,NA,NA,NA,0.11,59.29346947,4.082499173,3.55939606
251,136,6,2020,1,150,UNDER,WEST,D,POA,12.08,521.856,0.9878,14.55746,211.9196417,NA,NA,NA,0.6,231.7357195,5.445597582,5.946170601
252,137,6,2020,2,150,UNDER,WEST,D,POA,5.87,253.584,0.8907,16.23706,263.6421174,NA,NA,NA,0.27,112.0962337,4.719357732,7.585178249
253,138,6,2020,6,150,UNDER,WEST,D,FAB,13.33,575.856,0.953,17.02252,289.7661872,NA,NA,NA,1.245,32.62895066,3.485199951,4.939064636
254,139,6,2020,3,150,OVER,WEST,D,OVER,11.37,491.184,0.9858,16.51864,272.8654674,NA,NA,NA,0.405,90.69444887,4.507496152,3.659415174
255,140,6,2020,1,150,UNDER,WEST,D,POA,4.72,203.904,0.8566,16.77552,281.4180713,NA,NA,NA,0.05,56.13582909,4.027774273,3.823058275
256,141,6,2020,6,50,UNDER,WEST,D,AST,3.6,155.52,0.9849,16.17778,261.7205657,NA,NA,NA,0.78,108.7631689,4.689172756,7.474402063
257,142,6,2020,1,50,UNDER,WEST,D,FAB,3.6,155.52,0.9897,14.83904,220.1971081,NA,NA,NA,0.35,97.00972964,4.574811279,6.055261363
258,143,6,2020,1,50,UNDER,WEST,D,FAB,2.22781,96.241392,0.999181,15.17002,230.1295068,NA,NA,NA,0.3,228.2272301,5.430341756,12.5205111
259,144,6,2020,2,50,UNDER,WEST,D,FAB,5.31,229.392,0.9821,14.92796,222.8439898,NA,NA,NA,0.205,201.5627113,5.306100555,5.578265071
260,145,6,2020,2,50,OVER,WEST,D,OVER,7.34,317.088,0.9777,18.04016,325.4473728,NA,NA,NA,0.41,149.2862205,5.005865406,6.860586937
261,146,6,2020,1,50,UNDER,WEST,D,AST,5.86,253.152,0.9813,16.84468,283.7432443,NA,NA,NA,0.2,67.71384384,4.215290647,6.097362853
262,147,6,2020,6,50,OVER,WEST,D,OVER,6.87,296.784,0.9824,17.31892,299.94499,NA,NA,NA,1.08,603.1093138,6.402098464,11.47844004
263,148,6,2020,5,50,OVER,WEST,D,OVER,8.42,363.744,0.9748,15.95548,254.577342,NA,NA,NA,0.84,124.7267953,4.826125708,6.928831212
264,149,6,2020,3,50,UNDER,WEST,D,FAB,6.07,262.224,0.9863,18.55392,344.2479474,NA,NA,NA,0.675,104.0267083,4.644647677,6.276759359
265,150,6,2020,1,50,UNDER,WEST,D,AST,9.3,401.76,0.9773,18.88984,356.8260552,NA,NA,NA,0.6,256.6459936,5.547697679,9.492844162
266,151,6,2020,3,50,UNDER,WEST,D,AST,6.11,263.952,0.9824,18.82562,354.4039684,NA,NA,NA,0.45,450.314604,6.109946458,6.262717703
267,152,6,2020,2,50,OVER,WEST,D,OVER,6.16,266.112,0.9814,20.1446,405.8049092,NA,NA,NA,0.75,235.9459066,5.463602569,6.108333419
268,153,6,2020,2,50,OVER,WEST,D,OVER,5.5,237.6,0.9832,18.80092,353.4745928,NA,NA,NA,0.3,122.2708527,4.806238688,5.549512123
269,154,6,2020,2,50,OVER,WEST,D,OVER,4.46,192.672,0.9827,19.59626,384.013406,NA,NA,NA,0.97,61.04771413,4.111655757,4.447158718
270,155,6,2020,2,50,UNDER,WEST,D,AST,3.98,171.936,0.9918,18.87996,356.4528896,NA,NA,NA,0.12,688.3656042,6.534320098,10.22976075
271,156,6,2020,1,50,UNDER,WEST,D,POA,5.90358,255.034656,0.999676,19.9223,396.8980373,NA,NA,NA,0.4,432.9475818,6.070616662,4.261713221
272,157,6,2020,2,50,UNDER,WEST,D,POA,6.23,269.136,0.9838,19.5024,380.3436058,NA,NA,NA,0.65,198.054222,5.288540842,10.19456986
273,158,6,2020,6,50,UNDER,WEST,D,FAB,5.01,216.432,0.981,19.1072,365.0850918,NA,NA,NA,1.125,93.67666479,4.539849116,4.733218448
274,159,6,2020,3,50,OVER,WEST,D,OVER,9.1,393.12,0.9827,18.7861,352.9175532,NA,NA,NA,0.655,867.123135,6.765180991,9.60370992
275,160,6,2020,1,50,UNDER,WEST,D,POA,4.42,190.944,0.9869,18.7614,351.99013,NA,NA,NA,0.15,216.8246399,5.379088916,NA
276,161,6,2020,1,50,UNDER,WEST,E,FAB,4.6,198.72,0.9694,19.0084,361.3192706,NA,NA,NA,0.6,47.01375686,3.850440258,5.064284881
277,162,6,2020,1,50,UNDER,WEST,E,FAB,5.21,225.072,0.9593,18.55392,344.2479474,NA,NA,NA,0.05,102.0970392,4.625923726,5.635783384
278,163,6,2020,3,50,OVER,WEST,E,OVER,5.17,223.344,0.9827,19.453,378.419209,NA,NA,NA,0.3,125.7793421,4.834529119,6.866670629
279,164,6,2020,5,50,OVER,WEST,E,OVER,8.25,356.4,0.9786,20.80656,432.912939,NA,NA,NA,1.08,93.50124033,4.537974702,7.177187541
280,165,6,2020,3,50,UNDER,WEST,E,AST,5.5,237.6,0.9787,22.19964,492.8240161,NA,NA,NA,0.77,140.6904217,4.946561886,6.313818445
281,166,6,2020,3,50,UNDER,WEST,E,POA,5.13,221.616,0.9806,20.35208,414.2071603,NA,NA,NA,0.72,306.2911175,5.724536014,6.689062053
282,167,6,2020,1,50,UNDER,WEST,E,AST,2.78,120.096,0.9859,19.22082,369.4399215,NA,NA,NA,0.1,150.3387673,5.012891196,8.187039315
283,168,6,2020,1,50,UNDER,WEST,E,AST,8.64,373.248,0.9797,20.54968,422.2893481,NA,NA,NA,0.9,273.8375913,5.612535198,9.736494593
284,169,6,2020,2,50,OVER,WEST,E,OVER,4.87,210.384,0.9819,24.62518,606.39949,NA,NA,NA,0.35,42.27729628,3.744250211,6.477070725
285,170,6,2020,6,50,UNDER,WEST,E,AST,6.72,290.304,0.9884,24.12624,582.0754565,NA,NA,NA,0.5,43.68069201,3.776906174,6.190788452
286,171,6,2020,3,50,OVER,WEST,E,OVER,4.96214,214.364448,0.999647,24.23986,587.5708128,NA,NA,NA,0.63,257.172267,5.54974616,6.327891427
287,172,6,2020,2,50,OVER,WEST,E,OVER,6.84,295.488,0.9763,25.5045,650.4795203,NA,NA,NA,0.09,135.7785366,4.911025151,4.933014917
288,173,6,2020,2,50,UNDER,WEST,E,AST,4.58,197.856,0.9844,24.40288,595.5005523,NA,NA,NA,0.38,152.2684364,5.025644992,3.627475119
289,175,6,2020,1,50,UNDER,WEST,E,FAB,2.77,119.664,0.9852,22.70846,515.6741556,NA,NA,NA,0.3,82.09865004,4.407921573,5.502486878
290,176,6,2020,2,50,UNDER,WEST,E,FAB,6.05,261.36,0.9585,25.76138,663.6486995,NA,NA,NA,1.3,1138.329359,7.037316992,5.049526065
291,177,6,2020,1,50,UNDER,WEST,E,POA,4.71,203.472,0.9861,23.81008,566.9199096,NA,NA,NA,0.05,245.9451012,5.505108345,6.823039183
292,178,6,2020,5,50,UNDER,WEST,E,POA,11.9,514.08,0.97,24.42758,596.7066647,NA,NA,NA,0.823,450.4900284,6.110335942,7.529992302
293,179,6,2020,2,50,UNDER,WEST,E,POA,5.48,236.736,0.9826,23.70634,561.9905562,NA,NA,NA,0.15,212.2636037,5.357828916,6.445583246
294,180,6,2020,6,50,OVER,WEST,E,OVER,8.37,361.584,0.9689,24.6894,609.5664724,NA,NA,NA,0.725,152.6192853,5.027946489,6.452259541
295,181,6,2020,1,150,UNDER,WEST,E,FAB,8.79,379.728,0.9478,22.83196,521.2983974,NA,NA,NA,0.4,71.92403102,4.275610437,4.503117698
296,182,6,2020,1,150,UNDER,WEST,E,FAB,3.08,133.056,0.9853,19.64072,385.7578821,NA,NA,NA,0.02,87.71223295,4.474061376,4.19881411
297,183,6,2020,3,150,OVER,WEST,E,OVER,6.52,281.664,0.9872,23.39018,547.1005204,NA,NA,NA,0.28,263.3121233,5.573340109,6.854352718
298,184,6,2020,5,150,OVER,WEST,E,OVER,12.4,535.68,0.9538,24.27444,589.2484373,NA,NA,NA,0.93,231.2094461,5.443323993,6.748606427
299,185,6,2020,3,150,UNDER,WEST,E,AST,2.7,116.64,0.9936,25.16858,633.4574192,NA,NA,NA,0.97,416.9839554,6.033047745,4.774628521
300,186,6,2020,3,150,UNDER,WEST,E,POA,18.83,813.456,0.986,24.4177,596.2240733,NA,NA,NA,0.52,186.3007828,5.227362479,5.311931237
301,187,6,2020,1,150,UNDER,WEST,E,AST,5.49,237.168,0.985,23.12836,534.9210363,NA,NA,NA,0.01,122.0954283,4.804802938,4.159173859
302,188,6,2020,1,150,UNDER,WEST,E,AST,6.03884,260.877888,0.999819,24.42758,596.7066647,NA,NA,NA,0.6,196.1245529,5.278749931,6.28611783
303,189,6,2020,2,150,OVER,WEST,E,OVER,4.58,197.856,0.9411,24.57578,603.9689626,NA,NA,NA,0.1,166.8286671,5.11696734,5.192232565
304,190,6,2020,6,150,UNDER,WEST,E,AST,10.42,450.144,0.9157,24.26456,588.768872,NA,NA,NA,0.555,431.1933372,6.066556568,5.33194841
305,191,6,2020,3,150,OVER,WEST,E,OVER,10.73,463.536,0.941,25.36124,643.1924943,NA,NA,NA,0.75,558.7269239,6.325660846,6.734910416
306,192,6,2020,2,150,OVER,WEST,E,OVER,2.68,115.776,0.9778,24.54614,602.5129889,NA,NA,NA,0.11,726.2572888,6.587904344,5.463521457
307,193,6,2020,2,150,UNDER,WEST,E,AST,11.01,475.632,0.9762,24.03238,577.5552885,NA,NA,NA,0.5,306.2911175,5.724536014,5.493884897
308,195,6,2020,1,150,UNDER,WEST,E,FAB,3.99,172.368,0.9893,20.64848,426.3597263,NA,NA,NA,0.15,128.410709,4.855233791,4.898109321
309,196,6,2020,2,150,UNDER,WEST,E,FAB,7.77,335.664,0.9811,24.16576,583.9839564,NA,NA,NA,1.1,240.6823672,5.483478086,3.106905033
310,197,6,2020,1,150,UNDER,WEST,E,POA,3.84,165.888,0.9835,23.42476,548.7193811,NA,NA,NA,0.15,94.55378712,4.549168848,4.684111003
311,198,6,2020,5,150,UNDER,WEST,E,POA,12.68,547.776,0.9837,25.134,631.717956,NA,NA,NA,0.69,697.8385254,6.547987737,4.936568028
312,199,6,2020,2,150,UNDER,WEST,E,POA,4.02,173.664,0.9876,24.13118,582.3138482,NA,NA,NA,0.45,246.1205257,5.505821358,5.92892836
313,200,6,2020,6,150,OVER,WEST,E,OVER,7.97,344.304,0.9849,24.65976,608.1037633,NA,NA,NA,0.625,169.2846096,5.131581379,6.444758132
314,201,6,2020,1,150,UNDER,WEST,F,AST,3.99,172.368,0.9998,24.146,583.029316,NA,NA,NA,0.55,102.2724636,4.627640464,7.207405165
315,202,6,2020,6,150,OVER,WEST,F,OVER,6.94,299.808,0.9997,24.35348,593.0919881,NA,NA,NA,0.805,139.9887238,4.941561875,4.609134398
316,203,6,2020,1,150,UNDER,WEST,F,POA,4.29,185.328,0.9985,24.15094,583.2679029,NA,NA,NA,0.3,114.7276007,4.742560629,4.309020938
317,204,6,2020,2,150,UNDER,WEST,F,FAB,2.88,124.416,0.9982,24.22998,587.0919308,NA,NA,NA,0.09,115.4292986,4.748658209,6.506945762
318,205,6,2020,2,150,OVER,WEST,F,OVER,5.79,250.128,0.9994,24.51156,600.8165736,NA,NA,NA,0.5,191.2126678,5.253386253,5.122166869
319,206,6,2020,1,150,UNDER,WEST,F,POA,6.13,264.816,0.9991,23.88912,570.6900544,NA,NA,NA,0.5,394.8804727,5.978583118,5.377071377
320,207,6,2020,2,150,UNDER,WEST,F,POA,8.49231,366.867792,0.999647,25.04508,627.2560322,NA,NA,NA,0.54,324.3598375,5.781853509,5.464825986
321,208,6,2020,1,150,UNDER,WEST,F,AST,3.32518,143.647776,0.999735,22.8863,523.7827277,NA,NA,NA,0.07,328.7454491,5.79528374,6.113286335
322,209,6,2020,5,150,UNDER,WEST,F,POA,6.25,270,0.9997,24.88206,619.1169098,NA,NA,NA,0.705,119.4640613,4.783015584,4.820570067
323,210,6,2020,1,150,UNDER,WEST,F,FAB,5.15,222.48,0.999,24.35842,593.3326249,NA,NA,NA,0.05,106.3072263,4.666333263,4.641481478
324,211,6,2020,2,150,UNDER,WEST,F,AST,9.08,392.256,0.9989,25.59836,655.2760347,NA,NA,NA,0.6,121.9200038,4.803365123,6.027984715
325,212,6,2020,2,150,OVER,WEST,F,OVER,2.79,120.528,0.9995,26.11212,681.8428109,NA,NA,NA,1.2,475.2248781,6.16378812,4.806607326
326,213,6,2020,3,150,OVER,WEST,F,OVER,9.77,422.064,0.9998,23.57296,555.6844432,NA,NA,NA,0.55,411.7212215,6.020346473,5.291422376
327,214,6,2020,6,150,OVER,WEST,F,OVER,6.98,301.536,0.999,24.24974,588.0498901,NA,NA,NA,0.355,180.6871999,5.196767359,4.879888122
328,215,6,2020,3,150,UNDER,WEST,F,FAB,2.23,96.336,0.9992,24.32384,591.6491923,NA,NA,NA,0.68,187.7041785,5.234867205,3.981130762
329,216,6,2020,2,150,OVER,WEST,F,OVER,11.4,492.48,0.9999,25.14388,632.2147015,NA,NA,NA,1.15,277.872354,5.62716185,4.077503669
330,217,6,2020,6,150,UNDER,WEST,F,FAB,6.29,271.728,0.9923,25.15376,632.7116421,NA,NA,NA,1.025,144.7251844,4.974836664,9.946917564
331,218,6,2020,1,150,UNDER,WEST,F,POA,5.02,216.864,0.9997,26.14176,683.3916159,NA,NA,NA,0.6,500.8368501,6.2162804,4.889833537
332,219,6,2020,1,150,UNDER,WEST,F,FAB,8.87,383.184,0.9987,26.15164,683.9082747,NA,NA,NA,0.55,161.916782,5.087082512,5.653302829
333,220,6,2020,3,150,OVER,WEST,F,OVER,3.71,160.272,0.9996,26.31466,692.4613309,NA,NA,NA,0.74,122.6217017,4.80910402,4.602103297
334,221,6,2020,1,50,UNDER,WEST,F,AST,3.8289,165.40848,0.999485,21.76492,473.7117426,NA,NA,NA,0.35,404.002545,6.001421177,5.47067402
335,222,6,2020,6,50,OVER,WEST,F,OVER,5.76052,248.854464,0.999733,22.03662,485.612621,NA,NA,NA,0.8,1534.613228,7.33603366,5.226616297
